SA Abbott	15	13	1.15384615385
CL White	954	769	1.24057217165
NJ Rimmington	1	1	1.0
YK Pathan	2400	1693	1.41760189014
RS Sodhi	4	2	2.0
D Kalyankrishna	3	8	0.375
AM Rahane	2195	1887	1.16322204557
R Bishnoi	19	17	1.11764705882
PA Reddy	164	167	0.982035928144
KM Jadhav	584	457	1.27789934354
D Salunkhe	33	24	1.375
Mashrafe Mortaza	2	2	1.0
M Vijay	2058	1719	1.19720767888
SP Goswami	241	260	0.926923076923
R Ninan	3	6	0.5
AA Noffke	9	12	0.75
VS Malik	7	7	1.0
Sohail Tanvir	36	31	1.16129032258
TR Birt	75	59	1.27118644068
SB Bangar	49	58	0.844827586207
AD Mascarenhas	79	79	1.0
S Tyagi	3	4	0.75
SB Wagh	2	3	0.666666666667
NV Ojha	1338	1144	1.16958041958
FY Fazal	183	179	1.02234636872
VS Yeligati	2	2	1.0
Mohammad Hafeez	64	84	0.761904761905
Sunny Singh	43	31	1.38709677419
K Cooper	77	42	1.83333333333
AS Raut	194	172	1.12790697674
PP Chawla	486	435	1.11724137931
LA Pomersbach	302	251	1.203187251
SS Iyer	439	360	1.21944444444
AP Dole	34	23	1.47826086957
AS Yadav	49	40	1.225
S Dhawan	2581	2184	1.18177655678
HV Patel	47	38	1.23684210526
DNT Zoysa	11	9	1.22222222222
S Aravind	27	19	1.42105263158
L Ablish	0	2	0.0
RR Powar	67	64	1.046875
TG Southee	17	13	1.30769230769
SE Marsh	2054	1576	1.30329949239
A Symonds	974	781	1.2471190781
CA Ingram	21	26	0.807692307692
SC Ganguly	1349	1326	1.0173453997
T Henderson	11	16	0.6875
K Goel	218	239	0.912133891213
MV Boucher	394	318	1.23899371069
AD Mathews	692	571	1.2119089317
A Mithun	34	26	1.30769230769
DJ Jacobs	92	101	0.910891089109
R Vinay Kumar	291	273	1.06593406593
DJ Hooda	151	99	1.52525252525
MN Samuels	132	142	0.929577464789
MK Tiwary	1324	1202	1.10149750416
DP Vijaykumar	1	1	1.0
S Sohal	368	311	1.18327974277
BE Hendricks	1	3	0.333333333333
AC Thomas	20	19	1.05263157895
MS Gony	99	76	1.30263157895
S Chanderpaul	25	33	0.757575757576
RJ Quiney	103	105	0.980952380952
J Botha	409	364	1.12362637363
EJG Morgan	666	558	1.1935483871
P Parameswaran	1	3	0.333333333333
KC Sangakkara	1687	1424	1.18469101124
AT Rayudu	1991	1600	1.244375
SR Tendulkar	2334	2044	1.14187866928
BCJ Cutting	8	6	1.33333333333
M Rawat	55	70	0.785714285714
RR Rossouw	53	51	1.03921568627
AB Barath	42	43	0.976744186047
MN van Wyk	167	135	1.23703703704
AUK Pathan	39	26	1.5
F du Plessis	1081	867	1.24682814302
AD Russell	386	225	1.71555555556
AA Bilakhia	69	88	0.784090909091
Imran Tahir	13	16	0.8125
VH Zol	29	26	1.11538461538
S Badrinath	1441	1245	1.15742971888
PM Sarvesh Kumar	1	2	0.5
NL McCullum	26	23	1.13043478261
Karanveer Singh	12	17	0.705882352941
M Ntini	11	19	0.578947368421
BJ Rohrer	193	145	1.33103448276
I Malhotra	7	4	1.75
WA Mota	56	76	0.736842105263
A Flintoff	62	57	1.08771929825
G Gambhir	3134	2604	1.20353302611
S Sreesanth	34	57	0.59649122807
MD Mishra	237	213	1.11267605634
L Balaji	36	50	0.72
U Kaul	0	1	0.0
SB Jakati	27	28	0.964285714286
W Jaffer	130	129	1.00775193798
SS Shaikh	6	7	0.857142857143
SB Joshi	6	16	0.375
FH Edwards	4	5	0.8
M Muralitharan	20	30	0.666666666667
R Dhawan	139	129	1.07751937984
AB Dinda	19	42	0.452380952381
SD Chitnis	99	92	1.07608695652
JD Ryder	604	466	1.29613733906
MM Sharma	29	26	1.11538461538
R Shukla	19	23	0.826086956522
RR Bhatkal	0	2	0.0
SA Yadav	321	241	1.33195020747
MA Starc	96	98	0.979591836735
A Chandila	4	7	0.571428571429
